"　　毎月勤労統計調査　産業別時系列表（賃金・労働時間・雇用指数、労働異動率及び対前年比（差））　　和歌山県","","","","","","","","","","","","","","","平成22年＝100",""
"実質賃金総額（前年比）","I卸売業・小売業","３０人以上","2008.0","-6.0","-12.7","-9.8","-11.8","-7.6","-9.5","37.2","-2.1","-8.3","-13.5","-12.7","-12.1","-8.7"
"実質賃金総額（前年比）","I卸売業・小売業","３０人以上","2009.0","-10.8","-12.3","-13.4","-10.1","-6.6","-7.1","-25.4","-12.3","-5.4","0.1","0.5","-1.6","-18.8"
"実質賃金総額（前年比）","I卸売業・小売業","３０人以上","2010.0","5.7","5.8","9.9","7.6","1.4","6.2","-1.4","2.0","4.1","6.7","7.4","9.4","10.1"
"実質賃金総額（前年比）","I卸売業・小売業","３０人以上","2011.0","9.6","13.8","8.0","3.6","13.1","7.8","12.8","18.7","9.5","6.3","12.8","7.9","2.8"
"実質賃金総額（前年比）","I卸売業・小売業","３０人以上","2012.0","1.1","4.1","8.4","0.1","-2.0","-1.9","10.5","0.2","-4.3","-3.4","-10.9","-4.5","12.1"
"実質賃金総額（前年比）","I卸売業・小売業","３０人以上","2013.0","-0.7","-8.0","-7.2","7.8","2.1","-0.3","-0.7","-2.6","-1.2","-3.2","-1.9","-4.9","5.4"
"実質賃金総額（前年比）","I卸売業・小売業","３０人以上","2014.0","-1.3","-0.2","0.1","0.4","-6.4","-3.8","-0.4","7.8","-1.5","-2.4","-2.3","-1.1","-5.0"
"実質賃金総額（前年比）","I卸売業・小売業","３０人以上","2015.0","-3.3","1.3","-9.1","-4.2","3.6","1.4","-18.4","5.8","-1.7","-4.3","6.6","0.9","-12.0"
"実質賃金総額","J金融業・保険業","３０人以上","2005.0","75.3","56.2","56.7","61.2","60.0","61.2","136.0","69.7","63.6","61.2","61.7","62.1","154.6"
"実質賃金総額","J金融業・保険業","３０人以上","2006.0","72.4","61.4","62.7","64.3","58.9","59.7","128.7","64.2","58.0","57.9","54.8","58.1","140.1"
"実質賃金総額","J金融業・保険業","３０人以上","2007.0","78.2","55.2","53.7","57.2","58.9","58.0","150.3","72.2","61.7","61.0","62.0","61.2","185.5"
"実質賃金総額","J金融業・保険業","３０人以上","2008.0","85.8","60.0","62.4","76.2","67.4","62.2","153.9","79.3","64.8","68.2","71.3","68.0","195.3"
"実質賃金総額","J金融業・保険業","３０人以上","2009.0","92.4","72.1","71.1","81.3","71.1","76.2","178.6","72.6","71.3","71.5","71.5","98.1","173.2"
"実質賃金総額","J金融業・保険業","３０人以上","2010.0","100.0","106.3","71.8","81.8","151.3","102.8","150.9","68.2","68.5","68.6","67.6","162.2","100.0"
"実質賃金総額","J金融業・保険業","３０人以上","2011.0","92.6","66.1","66.4","76.0","65.4","188.6","142.0","64.8","64.3","63.5","64.2","98.9","151.5"
"実質賃金総額","J金融業・保険業","３０人以上","2012.0","78.8","63.3","63.3","68.8","64.5","62.8","147.2","72.3","63.2","62.7","65.0","62.8","150.4"
"実質賃金総額","J金融業・保険業","３０人以上","2013.0","78.7","66.3","63.8","65.7","66.1","62.6","146.7","80.3","62.8","61.4","62.7","60.2","144.1"
"実質賃金総額","J金融業・保険業","３０人以上","2014.0","76.3","66.3","60.5","62.7","61.7","59.7","151.8","63.0","58.7","58.2","62.2","58.1","152.1"
"実質賃金総額","J金融業・保険業","３０人以上","2015.0","74.0","74.3","59.5","61.7","63.0","58.9","117.4","71.3","59.4","58.0","57.6","58.2","148.0"
"実質賃金総額（前年比）","J金融業・保険業","３０人以上","2006.0","-3.9","9.3","10.6","5.1","-1.8","-2.5","-5.4","-7.9","-8.8","-5.4","-11.2","-6.4","-9.4"
"実質賃金総額（前年比）","J金融業・保険業","３０人以上","2007.0","8.0","-10.1","-14.4","-11.0","0.0","-2.8","16.8","12.5","6.4","5.4","13.1","5.3","32.4"
"実質賃金総額（前年比）","J金融業・保険業","３０人以上","2008.0","9.7","8.7","16.2","33.2","14.4","7.2","2.4","9.8","5.0","11.8","15.0","11.1","5.3"
"実質賃金総額（前年比）","J金融業・保険業","３０人以上","2009.0","7.7","20.2","13.9","6.7","5.5","22.5","16.0","-8.4","10.0","4.8","0.3","44.3","-11.3"
"実質賃金総額（前年比）","J金融業・保険業","３０人以上","2010.0","8.2","47.4","1.0","0.6","112.8","34.9","-15.5","-6.1","-3.9","-4.1","-5.5","65.3","-42.3"
"実質賃金総額（前年比）","J金融業・保険業","３０人以上","2011.0","-7.4","-37.8","-7.5","-7.1","-56.8","83.5","-5.9","-5.0","-6.1","-7.4","-5.0","-39.0","51.5"
"実質賃金総額（前年比）","J金融業・保険業","３０人以上","2012.0","-14.9","-4.2","-4.7","-9.5","-1.4","-66.7","3.7","11.6","-1.7","-1.3","1.2","-36.5","-0.7"
